id,height,intensity_range:min,intensity_range:max,rt,charge,mz_range:min,mz_range:max,mz,area,rt_range:min,rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:fwhm,datafile:PreIS__400_800_d161-r002.mzML:feature_state,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r002.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r002.mzML:tailing_factor,datafile:PreIS__400_800_d161-r002.mzML:mz_range:min,datafile:PreIS__400_800_d161-r002.mzML:mz_range:max,datafile:PreIS__400_800_d161-r002.mzML:area,datafile:PreIS__400_800_d161-r002.mzML:rt_range:min,datafile:PreIS__400_800_d161-r002.mzML:rt_range:max,datafile:PreIS__400_800_d161-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r002.mzML:height,datafile:PreIS__400_800_d161-r002.mzML:rt,datafile:PreIS__400_800_d161-r002.mzML:mz,datafile:PreIS__400_800_d161-r002.mzML:charge,datafile:PreIS__400_800_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r001.mzML:fwhm,datafile:PreIS__1100_1500_d161-r001.mzML:feature_state,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:area,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r001.mzML:height,datafile:PreIS__1100_1500_d161-r001.mzML:rt,datafile:PreIS__1100_1500_d161-r001.mzML:mz,datafile:PreIS__1100_1500_d161-r001.mzML:charge,datafile:PreIS__1100_1500_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r001.mzML:fwhm,datafile:PreIS__750_1150_d161-r001.mzML:feature_state,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r001.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r001.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r001.mzML:area,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r001.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r001.mzML:height,datafile:PreIS__750_1150_d161-r001.mzML:rt,datafile:PreIS__750_1150_d161-r001.mzML:mz,datafile:PreIS__750_1150_d161-r001.mzML:charge,datafile:PreIS__750_1150_d161-r001.mzML:isotopes,datafile:PreIS__750_1150_d161-r002.mzML:fwhm,datafile:PreIS__750_1150_d161-r002.mzML:feature_state,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_d161-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_d161-r002.mzML:tailing_factor,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:min,datafile:PreIS__750_1150_d161-r002.mzML:mz_range:max,datafile:PreIS__750_1150_d161-r002.mzML:area,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:min,datafile:PreIS__750_1150_d161-r002.mzML:rt_range:max,datafile:PreIS__750_1150_d161-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_d161-r002.mzML:height,datafile:PreIS__750_1150_d161-r002.mzML:rt,datafile:PreIS__750_1150_d161-r002.mzML:mz,datafile:PreIS__750_1150_d161-r002.mzML:charge,datafile:PreIS__750_1150_d161-r002.mzML:isotopes,datafile:PreIS__1100_1500_d161-r002.mzML:fwhm,datafile:PreIS__1100_1500_d161-r002.mzML:feature_state,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:area,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_d161-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_d161-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_d161-r002.mzML:height,datafile:PreIS__1100_1500_d161-r002.mzML:rt,datafile:PreIS__1100_1500_d161-r002.mzML:mz,datafile:PreIS__1100_1500_d161-r002.mzML:charge,datafile:PreIS__1100_1500_d161-r002.mzML:isotopes,datafile:PreIS__400_800_d161-r001.mzML:fwhm,datafile:PreIS__400_800_d161-r001.mzML:feature_state,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:min,datafile:PreIS__400_800_d161-r001.mzML:intensity_range:max,datafile:PreIS__400_800_d161-r001.mzML:tailing_factor,datafile:PreIS__400_800_d161-r001.mzML:mz_range:min,datafile:PreIS__400_800_d161-r001.mzML:mz_range:max,datafile:PreIS__400_800_d161-r001.mzML:area,datafile:PreIS__400_800_d161-r001.mzML:rt_range:min,datafile:PreIS__400_800_d161-r001.mzML:rt_range:max,datafile:PreIS__400_800_d161-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_d161-r001.mzML:height,datafile:PreIS__400_800_d161-r001.mzML:rt,datafile:PreIS__400_800_d161-r001.mzML:mz,datafile:PreIS__400_800_d161-r001.mzML:charge,datafile:PreIS__400_800_d161-r001.mzML:isotopes
172,4.4E3,6.9E1,4.4E3,6.47,1,794.3641,794.9544,794.7512,3.4E2,6.37,6.58,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,6.9E1,4.4E3,0.94,794.3641,794.9544,3.4E2,6.37,6.58,0.75,4.4E3,6.47,794.7512,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
173,2.3E3,6.6E1,2.3E3,6.49,,762.5849,762.8000,762.6099,1.4E2,6.39,6.57,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.6E1,2.3E3,0.79,762.5849,762.8000,1.4E2,6.39,6.57,0.91,2.3E3,6.49,762.6099,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
174,2.3E3,5.1E1,2.3E3,6.63,,1080.8998,1081.5000,1080.9029,1.3E2,6.60,6.69,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.3E3,1.17,1080.8998,1081.5000,1.3E2,6.60,6.69,1.33,2.3E3,6.63,1080.9029,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
175,5.3E2,7.2E1,5.3E2,6.78,,750.3999,750.5000,750.4121,3.7E1,6.66,6.82,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.2E1,5.3E2,0.67,750.3999,750.5000,3.7E1,6.66,6.82,0.35,5.3E2,6.78,750.4121,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
176,1.0E3,3.0E2,1.0E3,6.82,1,944.0601,944.1952,944.1935,5.8E1,6.76,6.86,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.0E2,1.0E3,0.88,944.0601,944.1952,5.8E1,6.76,6.86,0.75,1.0E3,6.82,944.1935,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
177,1.0E3,3.0E2,1.0E3,6.82,1,944.0601,944.1952,944.1935,5.8E1,6.76,6.86,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.0E2,1.0E3,0.88,944.0601,944.1952,5.8E1,6.76,6.86,0.75,1.0E3,6.82,944.1935,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
178,2.1E3,5.1E1,2.1E3,6.84,,918.6988,919.3000,918.7166,1.2E2,6.79,6.91,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.1E1,2.1E3,1.13,918.6988,919.3000,1.2E2,6.79,6.91,1.23,2.1E3,6.84,918.7166,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
179,6.7E3,5.1E1,6.7E3,6.93,1,764.2000,764.8920,764.6308,6.4E2,6.82,7.05,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,5.1E1,6.7E3,1.07,764.2000,764.8920,6.4E2,6.82,7.05,1.17,6.7E3,6.93,764.6308,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
180,2.8E3,7.9E1,2.8E3,6.96,,803.9991,804.5000,804.4559,1.7E2,6.89,7.01,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.9E1,2.8E3,1.02,803.9991,804.5000,1.7E2,6.89,7.01,1.12,2.8E3,6.96,804.4559,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
181,1.5E3,5.6E1,1.5E3,7.10,,764.1000,764.7000,764.4950,8.7E1,7.05,7.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.6E1,1.5E3,1.31,764.1000,764.7000,8.7E1,7.05,7.18,1.37,1.5E3,7.10,764.4950,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
182,3.1E3,6.7E2,3.1E3,7.11,1,782.5856,782.7000,782.6156,1.8E2,7.06,7.17,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.7E2,3.1E3,1.00,782.5856,782.7000,1.8E2,7.06,7.17,1.00,3.1E3,7.11,782.6156,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
183,1.1E3,4.0E2,1.1E3,7.13,1,755.3501,755.6957,755.6935,6.5E1,7.09,7.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.0E2,1.1E3,1.17,755.3501,755.6957,6.5E1,7.09,7.18,1.33,1.1E3,7.13,755.6935,1,4,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
184,1.1E3,4.0E2,1.1E3,7.13,1,755.3501,755.6957,755.6935,6.5E1,7.09,7.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.0E2,1.1E3,1.17,755.3501,755.6957,6.5E1,7.09,7.18,1.33,1.1E3,7.13,755.6935,1,4,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
185,7.8E2,2.6E2,7.8E2,7.17,,1108.7001,1108.9003,1108.9002,4.5E1,7.11,7.21,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.6E2,7.8E2,0.88,1108.7001,1108.9003,4.5E1,7.11,7.21,0.75,7.8E2,7.17,1108.9002,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
186,8.4E2,5.1E1,8.4E2,7.27,,768.6975,769.2000,768.7052,4.9E1,7.21,7.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,8.4E2,0.87,768.6975,769.2000,4.9E1,7.21,7.31,0.78,8.4E2,7.27,768.7052,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
187,2.1E3,5.1E1,2.1E3,7.31,,778.3000,779.4000,778.7367,2.4E2,7.22,7.44,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,2.1E3,0.80,778.3000,779.4000,2.4E2,7.22,7.44,0.61,2.1E3,7.31,778.7367,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
188,1.9E3,1.6E2,1.9E3,7.39,,752.1993,752.7028,752.6610,1.2E2,7.35,7.48,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.6E2,1.9E3,1.61,752.1993,752.7028,1.2E2,7.35,7.48,1.88,1.9E3,7.39,752.6610,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
189,2.8E3,5.3E1,2.8E3,7.40,1,770.4000,770.7018,770.6112,1.6E2,7.34,7.45,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,2.8E3,1.01,770.4000,770.7018,1.6E2,7.34,7.45,0.83,2.8E3,7.40,770.6112,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
190,7.2E2,5.3E1,7.2E2,7.49,,782.3000,782.7983,782.7882,4.4E1,7.43,7.54,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,7.2E2,0.99,782.3000,782.7983,4.4E1,7.43,7.54,0.84,7.2E2,7.49,782.7882,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
191,2.7E3,5.3E1,2.7E3,7.52,,800.3000,800.9340,800.7426,1.6E2,7.45,7.56,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.3E1,2.7E3,0.88,800.3000,800.9340,1.6E2,7.45,7.56,0.80,2.7E3,7.52,800.7426,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
192,6.6E2,5.4E1,6.6E2,7.54,,783.5000,783.6995,783.6886,4.0E1,7.45,7.58,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.4E1,6.6E2,0.58,783.5000,783.6995,4.0E1,7.45,7.58,0.05,6.6E2,7.54,783.6886,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
193,1.2E3,4.2E2,1.2E3,7.65,1,765.8115,766.1427,766.1222,6.8E1,7.60,7.69,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.2E3,0.88,765.8115,766.1427,6.8E1,7.60,7.69,0.75,1.2E3,7.65,766.1222,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
194,1.2E3,4.2E2,1.2E3,7.65,1,765.8115,766.1427,766.1222,6.8E1,7.60,7.69,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,4.2E2,1.2E3,0.88,765.8115,766.1427,6.8E1,7.60,7.69,0.75,1.2E3,7.65,766.1222,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
195,1.8E4,7.0E1,1.8E4,7.65,1,784.5000,784.8270,784.6692,1.2E3,7.56,7.73,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,7.0E1,1.8E4,1.13,784.5000,784.8270,1.2E3,7.56,7.73,1.22,1.8E4,7.65,784.6692,1,3,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
196,1.3E3,3.9E2,1.3E3,7.67,,953.5999,953.6001,953.6000,7.4E1,7.63,7.73,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.9E2,1.3E3,1.17,953.5999,953.6001,7.4E1,7.63,7.73,1.33,1.3E3,7.67,953.6000,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
197,2.3E3,5.2E1,2.3E3,7.70,1,792.2050,792.8041,792.7328,1.5E2,7.61,7.80,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.2E1,2.3E3,0.79,792.2050,792.8041,1.5E2,7.61,7.80,0.62,2.3E3,7.70,792.7328,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
198,9.1E2,6.1E1,9.1E2,7.78,,787.5984,787.8723,787.6885,5.9E1,7.73,7.87,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.1E1,9.1E2,1.30,787.5984,787.8723,5.9E1,7.73,7.87,1.37,9.1E2,7.78,787.6885,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
199,6.0E3,1.4E2,6.0E3,7.82,1,759.4095,759.7002,759.6222,5.0E2,7.67,7.85,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,1.4E2,6.0E3,0.65,759.4095,759.7002,5.0E2,7.67,7.85,0.33,6.0E3,7.82,759.6222,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
200,4.5E3,2.7E2,4.5E3,7.88,,784.8270,785.3455,785.3115,3.3E2,7.83,8.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,2.7E2,4.5E3,1.52,784.8270,785.3455,3.3E2,7.83,8.00,2.05,4.5E3,7.88,785.3115,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
201,1.6E3,5.1E1,1.6E3,7.88,,807.4000,807.6007,807.5955,9.2E1,7.80,7.93,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.1E1,1.6E3,1.18,807.4000,807.6007,9.2E1,7.80,7.93,1.41,1.6E3,7.88,807.5955,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
202,1.4E3,7.7E1,1.4E3,7.92,,781.2000,781.8908,781.7453,1.1E2,7.82,7.96,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,7.7E1,1.4E3,0.69,781.2000,781.8908,1.1E2,7.82,7.96,0.38,1.4E3,7.92,781.7453,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
203,2.3E3,7.8E2,2.3E3,7.95,,810.5608,810.5991,810.5983,1.3E2,7.91,8.00,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,7.8E2,2.3E3,1.17,810.5608,810.5991,1.3E2,7.91,8.00,1.33,2.3E3,7.95,810.5983,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
204,1.8E3,5.5E1,1.8E3,7.97,,1025.7000,1026.4378,1026.3925,1.1E2,7.93,8.02,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,5.5E1,1.8E3,1.17,1025.7000,1026.4378,1.1E2,7.93,8.02,1.33,1.8E3,7.97,1026.3925,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
205,1.2E3,5.2E1,1.2E3,7.98,1,785.5961,785.9000,785.7063,1.2E2,7.91,8.04,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.12,DETECTED,5.2E1,1.2E3,0.83,785.5961,785.9000,1.2E2,7.91,8.04,0.67,1.2E3,7.98,785.7063,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
206,1.2E3,5.2E1,1.2E3,7.98,1,785.5961,785.9000,785.7063,1.2E2,7.91,8.04,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.12,DETECTED,5.2E1,1.2E3,0.83,785.5961,785.9000,1.2E2,7.91,8.04,0.67,1.2E3,7.98,785.7063,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
207,5.5E3,2.1E2,5.5E3,8.01,1,759.2072,759.8298,759.6268,8.8E2,7.85,8.13,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.12,DETECTED,2.1E2,5.5E3,0.85,759.2072,759.8298,8.8E2,7.85,8.13,0.58,5.5E3,8.01,759.6268,1,2,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
208,9.0E2,2.6E2,9.0E2,8.09,,812.6799,812.8001,812.7998,5.2E1,8.04,8.13,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.6E2,9.0E2,0.88,812.6799,812.8001,5.2E1,8.04,8.13,0.75,9.0E2,8.09,812.7998,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
209,1.7E3,5.1E1,1.7E3,8.11,,785.7426,786.0980,785.9798,1.1E2,8.04,8.18,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.07,DETECTED,5.1E1,1.7E3,0.90,785.7426,786.0980,1.1E2,8.04,8.18,0.88,1.7E3,8.11,785.9798,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
210,1.6E3,2.1E2,1.6E3,8.21,,759.1966,759.6758,759.4190,1.9E2,8.13,8.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.10,DETECTED,2.1E2,1.6E3,1.17,759.1966,759.6758,1.9E2,8.13,8.31,1.33,1.6E3,8.21,759.4190,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
211,9.8E2,3.1E2,9.8E2,8.27,,761.5999,761.7127,761.6009,5.7E1,8.22,8.31,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,3.1E2,9.8E2,0.88,761.5999,761.7127,5.7E1,8.22,8.31,0.75,9.8E2,8.27,761.6009,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
212,7.6E2,1.9E2,7.6E2,8.28,,774.5991,774.8536,774.7093,6.6E1,8.23,8.36,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.09,DETECTED,1.9E2,7.6E2,1.25,774.5991,774.8536,6.6E1,8.23,8.36,1.50,7.6E2,8.28,774.7093,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
213,2.0E3,6.0E2,2.0E3,8.28,,1100.2923,1100.8046,1100.7686,1.1E2,8.23,8.32,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,6.0E2,2.0E3,0.88,1100.2923,1100.8046,1.1E2,8.23,8.32,0.75,2.0E3,8.28,1100.7686,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
214,6.3E2,2.5E2,6.3E2,8.30,,766.1933,766.5724,766.1934,3.7E1,8.24,8.34,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,2.5E2,6.3E2,0.88,766.1933,766.5724,3.7E1,8.24,8.34,0.75,6.3E2,8.30,766.1934,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
215,6.3E2,1.3E2,6.3E2,8.45,,760.4949,760.6249,760.5336,7.3E1,8.32,8.50,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.06,DETECTED,1.3E2,6.3E2,0.70,760.4949,760.6249,7.3E1,8.32,8.50,0.40,6.3E2,8.45,760.5336,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
216,5.9E3,5.2E1,5.9E3,8.52,,773.5000,774.2966,773.7342,5.1E2,8.40,8.62,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,0.08,DETECTED,5.2E1,5.9E3,0.80,773.5000,774.2966,5.1E2,8.40,8.62,0.52,5.9E3,8.52,773.7342,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
