id,rt,area,mz_range:min,mz_range:max,intensity_range:min,intensity_range:max,charge,height,rt_range:min,rt_range:max,mz,datafile:PreIS__1100_1500_t180-r001.mzML:rt,datafile:PreIS__1100_1500_t180-r001.mzML:feature_state,datafile:PreIS__1100_1500_t180-r001.mzML:area,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:fwhm,datafile:PreIS__1100_1500_t180-r001.mzML:charge,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r001.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r001.mzML:height,datafile:PreIS__1100_1500_t180-r001.mzML:isotopes,datafile:PreIS__1100_1500_t180-r001.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r001.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r001.mzML:mz,datafile:PreIS__1100_1500_t180-r002.mzML:rt,datafile:PreIS__1100_1500_t180-r002.mzML:feature_state,datafile:PreIS__1100_1500_t180-r002.mzML:area,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:mz_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:intensity_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:fwhm,datafile:PreIS__1100_1500_t180-r002.mzML:charge,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:min,datafile:PreIS__1100_1500_t180-r002.mzML:rt_range:max,datafile:PreIS__1100_1500_t180-r002.mzML:height,datafile:PreIS__1100_1500_t180-r002.mzML:isotopes,datafile:PreIS__1100_1500_t180-r002.mzML:tailing_factor,datafile:PreIS__1100_1500_t180-r002.mzML:asymmetry_factor,datafile:PreIS__1100_1500_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r002.mzML:rt,datafile:PreIS__750_1150_t180-r002.mzML:feature_state,datafile:PreIS__750_1150_t180-r002.mzML:area,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r002.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r002.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r002.mzML:fwhm,datafile:PreIS__750_1150_t180-r002.mzML:charge,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r002.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r002.mzML:height,datafile:PreIS__750_1150_t180-r002.mzML:isotopes,datafile:PreIS__750_1150_t180-r002.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r002.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r002.mzML:mz,datafile:PreIS__400_800_t180-r002.mzML:rt,datafile:PreIS__400_800_t180-r002.mzML:feature_state,datafile:PreIS__400_800_t180-r002.mzML:area,datafile:PreIS__400_800_t180-r002.mzML:mz_range:min,datafile:PreIS__400_800_t180-r002.mzML:mz_range:max,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r002.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r002.mzML:fwhm,datafile:PreIS__400_800_t180-r002.mzML:charge,datafile:PreIS__400_800_t180-r002.mzML:rt_range:min,datafile:PreIS__400_800_t180-r002.mzML:rt_range:max,datafile:PreIS__400_800_t180-r002.mzML:height,datafile:PreIS__400_800_t180-r002.mzML:isotopes,datafile:PreIS__400_800_t180-r002.mzML:tailing_factor,datafile:PreIS__400_800_t180-r002.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r002.mzML:mz,datafile:PreIS__750_1150_t180-r001.mzML:rt,datafile:PreIS__750_1150_t180-r001.mzML:feature_state,datafile:PreIS__750_1150_t180-r001.mzML:area,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:min,datafile:PreIS__750_1150_t180-r001.mzML:mz_range:max,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:min,datafile:PreIS__750_1150_t180-r001.mzML:intensity_range:max,datafile:PreIS__750_1150_t180-r001.mzML:fwhm,datafile:PreIS__750_1150_t180-r001.mzML:charge,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:min,datafile:PreIS__750_1150_t180-r001.mzML:rt_range:max,datafile:PreIS__750_1150_t180-r001.mzML:height,datafile:PreIS__750_1150_t180-r001.mzML:isotopes,datafile:PreIS__750_1150_t180-r001.mzML:tailing_factor,datafile:PreIS__750_1150_t180-r001.mzML:asymmetry_factor,datafile:PreIS__750_1150_t180-r001.mzML:mz,datafile:PreIS__400_800_t180-r001.mzML:rt,datafile:PreIS__400_800_t180-r001.mzML:feature_state,datafile:PreIS__400_800_t180-r001.mzML:area,datafile:PreIS__400_800_t180-r001.mzML:mz_range:min,datafile:PreIS__400_800_t180-r001.mzML:mz_range:max,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:min,datafile:PreIS__400_800_t180-r001.mzML:intensity_range:max,datafile:PreIS__400_800_t180-r001.mzML:fwhm,datafile:PreIS__400_800_t180-r001.mzML:charge,datafile:PreIS__400_800_t180-r001.mzML:rt_range:min,datafile:PreIS__400_800_t180-r001.mzML:rt_range:max,datafile:PreIS__400_800_t180-r001.mzML:height,datafile:PreIS__400_800_t180-r001.mzML:isotopes,datafile:PreIS__400_800_t180-r001.mzML:tailing_factor,datafile:PreIS__400_800_t180-r001.mzML:asymmetry_factor,datafile:PreIS__400_800_t180-r001.mzML:mz
237,7.69,5.7E2,990.3829,991.1000,9.4E1,8.4E3,1,8.4E3,7.61,7.78,990.9442,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.69,DETECTED,5.7E2,990.3829,991.1000,9.4E1,8.4E3,0.06,1,7.61,7.78,8.4E3,2,1.06,1.19,990.9442,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
238,7.71,9.7E1,997.3038,997.4708,3.3E2,1.6E3,,1.6E3,7.66,7.76,997.4350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.71,DETECTED,9.7E1,997.3038,997.4708,3.3E2,1.6E3,0.07,,7.66,7.76,1.6E3,,1.00,1.00,997.4350,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
239,7.79,3.4E2,974.3919,974.8776,3.5E2,5.4E3,1,5.4E3,7.73,7.87,974.7595,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.79,DETECTED,3.4E2,974.3919,974.8776,3.5E2,5.4E3,0.06,1,7.73,7.87,5.4E3,2,1.08,1.21,974.7595,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
240,7.80,2.0E2,846.5714,846.8070,1.4E2,3.3E3,,3.3E3,7.73,7.85,846.7948,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.80,DETECTED,2.0E2,846.5714,846.8070,1.4E2,3.3E3,0.06,,7.73,7.85,3.3E3,,0.91,0.76,846.7948,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
241,7.84,5.7E1,940.8998,941.1010,1.8E2,9.2E2,1,9.2E2,7.78,7.88,940.9515,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.84,DETECTED,5.7E1,940.8998,941.1010,1.8E2,9.2E2,0.06,1,7.78,7.88,9.2E2,2,0.80,0.68,940.9515,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
242,7.85,1.1E2,966.7000,967.1632,6.2E1,2.0E3,,2.0E3,7.80,7.91,967.0729,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.85,DETECTED,1.1E2,966.7000,967.1632,6.2E1,2.0E3,0.06,,7.80,7.91,2.0E3,,1.18,1.40,967.0729,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
243,7.85,3.4E1,1042.7000,1043.0972,5.3E1,5.6E2,,5.6E2,7.80,7.92,1042.8863,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.85,DETECTED,3.4E1,1042.7000,1043.0972,5.3E1,5.6E2,0.06,,7.80,7.92,5.6E2,,3.38,0.75,1042.8863,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
244,7.87,2.2E2,780.2361,780.8466,5.5E2,3.6E3,1,3.6E3,7.80,7.92,780.8221,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,2.2E2,780.2361,780.8466,5.5E2,3.6E3,0.06,1,7.80,7.92,3.6E3,2,0.90,0.79,780.8221,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
245,7.87,1.2E3,798.5711,798.8399,5.0E1,1.7E4,1,1.7E4,7.79,7.96,798.7178,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,1.2E3,798.5711,798.8399,5.0E1,1.7E4,0.07,1,7.79,7.96,1.7E4,2,1.23,1.45,798.7178,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
246,7.87,7.8E1,968.7997,968.9818,3.5E2,1.4E3,,1.4E3,7.83,7.92,968.7999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.87,DETECTED,7.8E1,968.7997,968.9818,3.5E2,1.4E3,0.06,,7.83,7.92,1.4E3,,1.17,1.33,968.7999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
247,7.93,1.2E2,1116.4956,1116.6332,9.5E1,2.1E3,,2.1E3,7.87,7.98,1116.5623,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.93,DETECTED,1.2E2,1116.4956,1116.6332,9.5E1,2.1E3,0.07,,7.87,7.98,2.1E3,,1.01,1.29,1116.5623,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
248,7.96,3.5E1,768.1003,768.4920,1.5E2,6.1E2,,6.1E2,7.91,8.00,768.1005,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.96,DETECTED,3.5E1,768.1003,768.4920,1.5E2,6.1E2,0.06,,7.91,8.00,6.1E2,,0.88,0.75,768.1005,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
249,7.96,3.8E1,810.5009,811.0641,1.7E2,6.1E2,,6.1E2,7.91,8.01,811.0243,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.96,DETECTED,3.8E1,810.5009,811.0641,1.7E2,6.1E2,0.06,,7.91,8.01,6.1E2,,1.00,1.00,811.0243,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
250,7.96,2.0E2,828.6998,828.8989,1.7E2,3.2E3,1,3.2E3,7.89,8.02,828.7382,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.96,DETECTED,2.0E2,828.6998,828.8989,1.7E2,3.2E3,0.06,1,7.89,8.02,3.2E3,4,0.97,0.97,828.7382,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
251,7.97,3.9E2,1131.3965,1131.9000,1.8E2,6.4E3,1,6.4E3,7.91,8.05,1131.4675,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,7.97,DETECTED,3.9E2,1131.3965,1131.9000,1.8E2,6.4E3,0.06,1,7.91,8.05,6.4E3,3,1.05,1.00,1131.4675,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
252,8.00,1.3E2,833.2667,833.5379,6.5E1,2.2E3,1,2.2E3,7.93,8.06,833.4373,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.00,DETECTED,1.3E2,833.2667,833.5379,6.5E1,2.2E3,0.06,1,7.93,8.06,2.2E3,2,1.07,1.33,833.4373,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
253,8.00,1.9E2,1134.6963,1135.4004,2.5E2,2.1E3,,2.1E3,7.89,8.08,1135.3032,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.00,DETECTED,1.9E2,1134.6963,1135.4004,2.5E2,2.1E3,0.10,,7.89,8.08,2.1E3,,0.87,0.73,1135.3032,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
254,8.01,5.7E1,1073.2966,1073.6786,2.7E2,9.9E2,,9.9E2,7.97,8.06,1073.2971,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.01,DETECTED,5.7E1,1073.2966,1073.6786,2.7E2,9.9E2,0.06,,7.97,8.06,9.9E2,,1.17,1.33,1073.2971,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
255,8.01,8.6E1,1130.7110,1131.2000,5.5E1,2.3E3,,2.3E3,7.98,8.08,1131.1945,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.01,DETECTED,8.6E1,1130.7110,1131.2000,5.5E1,2.3E3,0.06,,7.98,8.08,2.3E3,,1.48,1.86,1131.1945,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
256,8.04,7.3E1,1071.6778,1071.7002,5.2E1,1.3E3,,1.3E3,7.98,8.09,1071.7001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.04,DETECTED,7.3E1,1071.6778,1071.7002,5.2E1,1.3E3,0.06,,7.98,8.09,1.3E3,,0.87,0.71,1071.7001,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
257,8.05,8.2E1,1018.8000,1018.9867,5.2E2,1.4E3,,1.4E3,8.00,8.09,1018.8000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.05,DETECTED,8.2E1,1018.8000,1018.9867,5.2E2,1.4E3,0.06,,8.00,8.09,1.4E3,,0.88,0.75,1018.8000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
258,8.10,1.7E3,794.5556,794.7004,6.7E2,2.6E4,1,2.6E4,8.01,8.18,794.6528,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.10,DETECTED,1.7E3,794.5556,794.7004,6.7E2,2.6E4,0.06,1,8.01,8.18,2.6E4,3,0.98,1.00,794.6528,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
259,8.10,4.5E3,812.5900,812.7036,3.0E2,6.8E4,1,6.8E4,8.01,8.22,812.6723,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.10,DETECTED,4.5E3,812.5900,812.7036,3.0E2,6.8E4,0.06,1,8.01,8.22,6.8E4,3,1.12,1.13,812.6723,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
260,8.11,3.9E1,816.0997,816.3324,2.6E2,6.8E2,,6.8E2,8.06,8.15,816.0999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.11,DETECTED,3.9E1,816.0997,816.3324,2.6E2,6.8E2,0.06,,8.06,8.15,6.8E2,,0.88,0.75,816.0999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
261,8.15,7.9E1,781.4928,781.4989,3.3E2,1.4E3,,1.4E3,8.10,8.19,781.4989,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.15,DETECTED,7.9E1,781.4928,781.4989,3.3E2,1.4E3,0.06,,8.10,8.19,1.4E3,,0.88,0.75,781.4989,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
262,8.19,1.0E2,968.9818,968.9936,2.6E2,1.8E3,,1.8E3,8.14,8.24,968.9919,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.19,DETECTED,1.0E2,968.9818,968.9936,2.6E2,1.8E3,0.06,,8.14,8.24,1.8E3,,1.00,0.96,968.9919,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
263,8.28,1.3E2,1147.4001,1147.5993,4.3E2,2.2E3,,2.2E3,8.23,8.34,1147.5274,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.28,DETECTED,1.3E2,1147.4001,1147.5993,4.3E2,2.2E3,0.07,,8.23,8.34,2.2E3,,1.00,0.80,1147.5274,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
264,8.31,8.3E1,907.6994,907.9812,4.8E2,1.4E3,,1.4E3,8.27,8.36,907.6999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.31,DETECTED,8.3E1,907.6994,907.9812,4.8E2,1.4E3,0.06,,8.27,8.36,1.4E3,,1.17,1.33,907.6999,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
265,8.32,7.5E1,909.2025,909.4606,3.8E2,1.3E3,1,1.3E3,8.27,8.36,909.2062,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.32,DETECTED,7.5E1,909.2025,909.4606,3.8E2,1.3E3,0.06,1,8.27,8.36,1.3E3,2,0.88,0.75,909.2062,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
266,8.32,7.5E1,909.2025,909.4606,3.8E2,1.3E3,1,1.3E3,8.27,8.36,909.2062,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.32,DETECTED,7.5E1,909.2025,909.4606,3.8E2,1.3E3,0.06,1,8.27,8.36,1.3E3,2,0.88,0.75,909.2062,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
267,8.32,5.9E1,1145.3398,1146.3976,9.5E1,9.4E2,,9.4E2,8.26,8.37,1145.4407,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.32,DETECTED,5.9E1,1145.3398,1146.3976,9.5E1,9.4E2,0.06,,8.26,8.37,9.4E2,,0.90,1.00,1145.4407,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
268,8.63,1.9E2,981.0000,981.7324,5.5E1,3.1E3,1,3.1E3,8.57,8.71,981.4444,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.63,DETECTED,1.9E2,981.0000,981.7324,5.5E1,3.1E3,0.06,1,8.57,8.71,3.1E3,2,0.88,0.74,981.4444,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
269,8.63,3.9E1,984.4222,984.5001,1.7E2,6.9E2,,6.9E2,8.59,8.69,984.5000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.63,DETECTED,3.9E1,984.4222,984.5001,1.7E2,6.9E2,0.06,,8.59,8.69,6.9E2,,1.17,1.33,984.5000,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
270,8.69,3.2E1,922.4959,922.4978,1.9E2,5.4E2,,5.4E2,8.63,8.72,922.4970,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.69,DETECTED,3.2E1,922.4959,922.4978,1.9E2,5.4E2,0.06,,8.63,8.72,5.4E2,,0.88,0.75,922.4970,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
271,8.91,4.8E2,1055.2444,1055.6000,5.2E1,8.0E3,,8.0E3,8.85,9.01,1055.3229,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.91,DETECTED,4.8E2,1055.2444,1055.6000,5.2E1,8.0E3,0.06,,8.85,9.01,8.0E3,,1.25,1.31,1055.3229,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
272,8.95,1.0E2,994.9022,995.1000,6.5E1,1.8E3,,1.8E3,8.91,9.01,995.0715,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.95,DETECTED,1.0E2,994.9022,995.1000,6.5E1,1.8E3,0.06,,8.91,9.01,1.8E3,,1.16,1.26,995.0715,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
273,8.95,2.3E2,1057.2875,1057.8000,5.1E1,2.5E3,1,2.5E3,8.84,9.00,1057.4652,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,8.95,DETECTED,2.3E2,1057.2875,1057.8000,5.1E1,2.5E3,0.12,1,8.84,9.00,2.5E3,2,0.79,0.59,1057.4652,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
274,9.19,6.8E2,1129.5021,1129.7000,8.9E2,1.0E4,1,1.0E4,9.11,9.26,1129.5870,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.19,DETECTED,6.8E2,1129.5021,1129.7000,8.9E2,1.0E4,0.06,1,9.11,9.26,1.0E4,2,0.90,0.80,1129.5870,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
275,9.19,1.9E2,1132.2569,1132.8000,5.6E1,2.4E3,1,2.4E3,9.13,9.27,1132.5241,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.19,DETECTED,1.9E2,1132.2569,1132.8000,5.6E1,2.4E3,0.09,1,9.13,9.27,2.4E3,2,1.48,2.04,1132.5241,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
276,9.46,1.2E2,1145.6487,1145.6996,4.9E2,2.2E3,,2.2E3,9.43,9.52,1145.6995,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.46,DETECTED,1.2E2,1145.6487,1145.6996,4.9E2,2.2E3,0.06,,9.43,9.52,2.2E3,,1.17,1.33,1145.6995,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
277,9.50,6.2E1,1143.0976,1143.2000,5.2E1,1.1E3,1,1.1E3,9.43,9.54,1143.1002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.50,DETECTED,6.2E1,1143.0976,1143.2000,5.2E1,1.1E3,0.07,1,9.43,9.54,1.1E3,2,0.88,0.81,1143.1002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
278,9.50,6.2E1,1143.0976,1143.2000,5.2E1,1.1E3,1,1.1E3,9.43,9.54,1143.1002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.50,DETECTED,6.2E1,1143.0976,1143.2000,5.2E1,1.1E3,0.07,1,9.43,9.54,1.1E3,2,0.88,0.81,1143.1002,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
279,9.54,9.7E1,818.4310,819.1000,5.2E2,1.6E3,,1.6E3,9.49,9.59,818.7431,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.54,DETECTED,9.7E1,818.4310,819.1000,5.2E2,1.6E3,0.06,,9.49,9.59,1.6E3,,1.00,1.00,818.7431,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
280,9.63,1.4E2,819.7119,819.8247,1.8E2,2.3E3,,2.3E3,9.58,9.70,819.8020,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.63,DETECTED,1.4E2,819.7119,819.8247,1.8E2,2.3E3,0.06,,9.58,9.70,2.3E3,,1.04,0.94,819.8020,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
281,9.93,1.4E2,846.6147,846.7616,9.5E2,2.5E3,,2.5E3,9.88,9.97,846.7543,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,9.93,DETECTED,1.4E2,846.6147,846.7616,9.5E2,2.5E3,0.06,,9.88,9.97,2.5E3,,0.88,0.75,846.7543,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,
